run, time(ms), current (A), voltage(mV), power (W), current_range, current_lsb, voltage_lsb
753, 8243.654054, 0.000004, -0.458838, -0.000002, 3.000000, 0.000000, 0.251554
754, 8254.601802, 0.000002, -0.330453, -0.000001, 3.000000, 0.000000, 0.619879
755, 8265.549550, 0.000003, -0.433191, -0.000002, 3.000000, 0.000000, 0.422092
756, 8276.497297, 0.000004, -0.370228, -0.000002, 3.000000, 0.000000, 0.449616
757, 8287.445045, 0.000001, -0.389940, -0.000001, 3.000000, 0.000000, 0.592264
758, 8298.392793, 0.000003, -0.386073, -0.000001, 3.000000, 0.000000, 0.278804
759, 8309.340541, -0.000002, -0.324769, 0.000000, 3.000000, 0.000000, 0.762619
760, 8320.288288, 0.000002, -0.399380, -0.000001, 3.000000, 0.000000, 0.108815
761, 8331.236036, -0.000002, -0.274181, 0.000001, 3.000000, 0.000000, 0.870885
762, 8342.183784, 0.000001, -0.411163, -0.000001, 3.000000, 0.000000, 0.103328
763, 8353.131532, -0.000000, -0.242691, -0.000000, 3.000000, 0.000000, 0.768105
764, 8364.079279, -0.000001, -0.385214, 0.000000, 3.000000, 0.000000, 0.274049
765, 8375.027027, 0.000001, -0.250994, -0.000001, 3.000000, 0.000000, 0.597933
766, 8385.974775, -0.000002, -0.342561, 0.000000, 3.000000, 0.000000, 0.444129
767, 8396.922523, 0.000001, -0.276314, -0.000001, 3.000000, 0.000000, 0.427304
768, 8407.870270, -0.000002, -0.292692, 0.000001, 3.000000, 0.000000, 0.614576
769, 8418.818018, 0.000001, -0.301208, -0.000001, 3.000000, 0.000000, 0.256858
770, 8429.765766, -0.000002, -0.236194, 0.000000, 3.000000, 0.000000, 0.784931
771, 8440.713514, 0.000001, -0.323272, -0.000000, 3.000000, 0.000000, 0.086138
772, 8451.661261, -0.000002, -0.192034, 0.000000, 3.000000, 0.000000, 0.871342
773, 8462.609009, 0.000000, -0.337395, -0.000000, 3.000000, 0.000000, 0.126006
774, 8473.556757, -0.000000, -0.169943, -0.000000, 3.000000, 0.000000, 0.745519
775, 8484.504505, -0.000001, -0.324309, 0.000000, 3.000000, 0.000000, 0.296086
776, 8495.452252, 0.000001, -0.242931, -0.000001, 3.000000, 0.000000, 0.575165
777, 8506.400000, -0.000002, -0.329372, 0.000000, 3.000000, 0.000000, 0.466441
778, 8517.347748, 0.000002, -0.282166, -0.000001, 3.000000, 0.000000, 0.404718
779, 8528.295495, -0.000002, -0.294213, 0.000001, 3.000000, 0.000000, 0.636613
780, 8539.243243, 0.000001, -0.319209, -0.000001, 3.000000, 0.000000, 0.234821
781, 8550.190991, -0.000002, -0.250456, 0.000000, 3.000000, 0.000000, 0.807425
782, 8561.138739, 0.000001, -0.352667, -0.000001, 3.000000, 0.000000, 0.064192
783, 8572.086486, -0.000002, -0.219252, 0.000000, 3.000000, 0.000000, 0.871251
784, 8583.034234, 0.000000, -0.374206, -0.000000, 3.000000, 0.000000, 0.148043
785, 8593.981982, 0.000000, -0.214967, -0.000000, 3.000000, 0.000000, 0.723299
786, 8604.929730, -0.000001, -0.354711, 0.000000, 3.000000, 0.000000, 0.318398
787, 8615.877477, 0.000001, -0.244840, -0.000001, 3.000000, 0.000000, 0.552487
788, 8626.825225, -0.000002, -0.320369, 0.000001, 3.000000, 0.000000, 0.489119
789, 8637.772973, 0.000001, -0.283584, -0.000001, 3.000000, 0.000000, 0.382224
790, 8648.720721, -0.000002, -0.285495, 0.000001, 3.000000, 0.000000, 0.659382
791, 8659.668468, 0.000001, -0.320491, -0.000001, 3.000000, 0.000000, 0.212052
792, 8670.616216, -0.000002, -0.243044, 0.000000, 3.000000, 0.000000, 0.830011
793, 8681.563964, 0.000001, -0.352079, -0.000000, 3.000000, 0.000000, 0.041971
794, 8692.511712, -0.000001, -0.211672, 0.000000, 3.000000, 0.000000, 0.871159
795, 8703.459459, -0.000000, -0.371249, -0.000000, 3.000000, 0.000000, 0.170629
796, 8714.407207, 0.000000, -0.213904, -0.000000, 3.000000, 0.000000, 0.701445
797, 8725.354955, -0.000002, -0.347557, 0.000000, 3.000000, 0.000000, 0.341167
798, 8736.302703, 0.000001, -0.245731, -0.000001, 3.000000, 0.000000, 0.530816
799, 8747.250450, -0.000002, -0.310952, 0.000001, 3.000000, 0.000000, 0.511522
800, 8758.198198, 0.000001, -0.285086, -0.000001, 3.000000, 0.000000, 0.360187
801, 8769.145946, -0.000002, -0.274580, 0.000001, 3.000000, 0.000000, 0.681968
802, 8780.093694, 0.000001, -0.320952, -0.000001, 3.000000, 0.000000, 0.189832
803, 8791.041441, -0.000002, -0.234376, 0.000000, 3.000000, 0.000000, 0.852140
804, 8801.989189, 0.000001, -0.353400, -0.000000, 3.000000, 0.000000, 0.041971
805, 8812.936937, -0.000001, -0.205747, 0.000000, 3.000000, 0.000000, 0.848848
806, 8823.884685, -0.000000, -0.366655, 0.000000, 3.000000, 0.000000, 0.192484
807, 8834.832432, 0.000001, -0.212421, -0.000000, 3.000000, 0.000000, 0.678585
808, 8845.780180, -0.000002, -0.342290, 0.000000, 3.000000, 0.000000, 0.363204
809, 8856.727928, 0.000001, -0.247102, -0.000001, 3.000000, 0.000000, 0.508504
810, 8867.675676, -0.000002, -0.303912, 0.000001, 3.000000, 0.000000, 0.533833
811, 8878.623423, 0.000001, -0.286103, -0.000001, 3.000000, 0.000000, 0.338149
812, 8889.571171, -0.000002, -0.266725, 0.000000, 3.000000, 0.000000, 0.704097
813, 8900.518919, 0.000001, -0.322439, -0.000001, 3.000000, 0.000000, 0.167429
814, 8911.466667, -0.000002, -0.228085, 0.000000, 3.000000, 0.000000, 0.871159
815, 8922.414414, 0.000001, -0.351904, -0.000000, 3.000000, 0.000000, 0.044989
816, 8933.362162, -0.000001, -0.199832, 0.000000, 3.000000, 0.000000, 0.826353
817, 8944.309910, -0.000001, -0.361416, 0.000000, 3.000000, 0.000000, 0.215435
818, 8955.257658, 0.000001, -0.212539, -0.000000, 3.000000, 0.000000, 0.656639
819, 8966.205405, -0.000002, -0.335711, 0.000000, 3.000000, 0.000000, 0.385881
820, 8977.153153, 0.000001, -0.248771, -0.000001, 3.000000, 0.000000, 0.486375
821, 8988.100901, -0.000002, -0.294389, 0.000001, 3.000000, 0.000000, 0.556236
822, 8999.048649, 0.000001, -0.287843, -0.000001, 3.000000, 0.000000, 0.315472
823, 9009.996396, -0.000002, -0.257958, 0.000001, 3.000000, 0.000000, 0.726500
824, 9020.944144, 0.000001, -0.323914, -0.000001, 3.000000, 0.000000, 0.145208
825, 9031.891892, -0.000002, -0.221281, 0.000000, 3.000000, 0.000000, 0.871434
826, 9042.839640, 0.000001, -0.351372, -0.000000, 3.000000, 0.000000, 0.067301
827, 9053.787387, -0.000001, -0.195737, 0.000000, 3.000000, 0.000000, 0.804499
828, 9064.735135, -0.000001, -0.353814, 0.000000, 3.000000, 0.000000, 0.237473
829, 9075.682883, 0.000001, -0.212846, -0.000000, 3.000000, 0.000000, 0.634053
830, 9086.630631, -0.000002, -0.328365, 0.000000, 3.000000, 0.000000, 0.407736
831, 9097.578378, 0.000002, -0.250732, -0.000001, 3.000000, 0.000000, 0.463789
832, 9108.526126, -0.000002, -0.284065, 0.000001, 3.000000, 0.000000, 0.578365
833, 9119.473874, 0.000001, -0.289073, -0.000001, 3.000000, 0.000000, 0.293435
834, 9130.421622, -0.000002, -0.247353, 0.000000, 3.000000, 0.000000, 0.748811
835, 9141.369369, 0.000001, -0.324830, -0.000001, 3.000000, 0.000000, 0.123080
836, 9152.317117, -0.000002, -0.214081, 0.000000, 3.000000, 0.000000, 0.871617
837, 9163.264865, 0.000001, -0.351810, -0.000000, 3.000000, 0.000000, 0.089978
838, 9174.212613, -0.000000, -0.193044, -0.000000, 3.000000, 0.000000, 0.782187
839, 9185.160360, -0.000001, -0.346995, 0.000000, 3.000000, 0.000000, 0.260424
840, 9196.108108, 0.000001, -0.214315, -0.000000, 3.000000, 0.000000, 0.611832
841, 9207.055856, -0.000002, -0.321030, 0.000000, 3.000000, 0.000000, 0.430596
842, 9218.003604, 0.000001, -0.252783, -0.000001, 3.000000, 0.000000, 0.441112
843, 9228.951351, -0.000002, -0.276212, 0.000001, 3.000000, 0.000000, 0.600951
844, 9239.899099, 0.000001, -0.290970, -0.000001, 3.000000, 0.000000, 0.270940
845, 9250.846847, -0.000002, -0.239485, 0.000000, 3.000000, 0.000000, 0.771397
846, 9261.794595, 0.000001, -0.326057, -0.000000, 3.000000, 0.000000, 0.100494
847, 9272.742342, -0.000002, -0.206930, 0.000000, 3.000000, 0.000000, 0.871708
848, 9283.690090, 0.000000, -0.349227, -0.000000, 3.000000, 0.000000, 0.112747
849, 9294.637838, -0.000000, -0.190471, -0.000000, 3.000000, 0.000000, 0.759236
850, 9305.585586, -0.000001, -0.341683, 0.000000, 3.000000, 0.000000, 0.283467
851, 9316.533333, 0.000001, -0.216322, -0.000001, 3.000000, 0.000000, 0.589064
852, 9327.481081, -0.000002, -0.313306, 0.000000, 3.000000, 0.000000, 0.453731
853, 9338.428829, 0.000001, -0.255188, -0.000001, 3.000000, 0.000000, 0.418252
854, 9349.376577, -0.000002, -0.268321, 0.000000, 3.000000, 0.000000, 0.623537
855, 9360.324324, 0.000001, -0.292755, -0.000001, 3.000000, 0.000000, 0.248263
856, 9371.272072, -0.000002, -0.231077, 0.000000, 3.000000, 0.000000, 0.794166
857, 9382.219820, 0.000001, -0.328040, -0.000000, 3.000000, 0.000000, 0.077634
858, 9393.167568, -0.000002, -0.201006, 0.000000, 3.000000, 0.000000, 0.871708
859, 9404.115315, 0.000000, -0.348955, -0.000000, 3.000000, 0.000000, 0.134876
860, 9415.063063, 0.000000, -0.189775, -0.000000, 3.000000, 0.000000, 0.736832
861, 9426.010811, -0.000001, -0.335683, 0.000000, 3.000000, 0.000000, 0.305139
862, 9436.958559, 0.000001, -0.218815, -0.000001, 3.000000, 0.000000, 0.566478
863, 9447.906306, -0.000002, -0.307255, 0.000000, 3.000000, 0.000000, 0.475585
864, 9458.854054, 0.000001, -0.257820, -0.000001, 3.000000, 0.000000, 0.396123
865, 9469.801802, -0.000002, -0.262151, 0.000001, 3.000000, 0.000000, 0.645940
866, 9480.749550, 0.000001, -0.294399, -0.000000, 3.000000, 0.000000, 0.225311
867, 9491.697297, -0.000002, -0.222676, 0.000000, 3.000000, 0.000000, 0.816661
868, 9502.645045, 0.000001, -0.328774, -0.000000, 3.000000, 0.000000, 0.054773
869, 9513.592793, -0.000002, -0.194522, 0.000000, 3.000000, 0.000000, 0.871800
870, 9524.540541, -0.000000, -0.347450, -0.000000, 3.000000, 0.000000, 0.157279
871, 9535.488288, 0.000000, -0.189234, -0.000000, 3.000000, 0.000000, 0.714521
872, 9546.436036, -0.000002, -0.328203, 0.000000, 3.000000, 0.000000, 0.327542
873, 9557.383784, 0.000001, -0.221121, -0.000001, 3.000000, 0.000000, 0.544075
874, 9568.331532, -0.000002, -0.296446, 0.000000, 3.000000, 0.000000, 0.498080
875, 9579.279279, 0.000001, -0.260198, -0.000001, 3.000000, 0.000000, 0.373263
876, 9590.227027, -0.000002, -0.255144, 0.000000, 3.000000, 0.000000, 0.668526
877, 9601.174775, 0.000001, -0.296412, -0.000000, 3.000000, 0.000000, 0.203274
878, 9612.122523, -0.000002, -0.215552, 0.000000, 3.000000, 0.000000, 0.838881
879, 9623.070270, 0.000001, -0.330617, -0.000000, 3.000000, 0.000000, 0.041789
880, 9634.018018, -0.000002, -0.188692, 0.000000, 3.000000, 0.000000, 0.862381
881, 9644.965766, -0.000001, -0.344606, 0.000000, 3.000000, 0.000000, 0.179773
882, 9655.913514, 0.000001, -0.189079, -0.000000, 3.000000, 0.000000, 0.691935
883, 9666.861261, -0.000002, -0.321176, 0.000000, 3.000000, 0.000000, 0.350219
884, 9677.809009, 0.000001, -0.223437, -0.000001, 3.000000, 0.000000, 0.521672
885, 9688.756757, -0.000002, -0.288052, 0.000000, 3.000000, 0.000000, 0.520666
886, 9699.704505, 0.000001, -0.262913, -0.000001, 3.000000, 0.000000, 0.351317
887, 9710.652252, -0.000002, -0.249113, 0.000000, 3.000000, 0.000000, 0.690838
888, 9721.600000, 0.000001, -0.298697, -0.000000, 3.000000, 0.000000, 0.180596
889, 9732.547748, -0.000002, -0.208673, 0.000000, 3.000000, 0.000000, 0.861284
890, 9743.495495, 0.000001, -0.331116, -0.000000, 3.000000, 0.000000, 0.041789
891, 9754.443243, -0.000001, -0.183153, 0.000000, 3.000000, 0.000000, 0.839978
892, 9765.390991, -0.000001, -0.342345, 0.000000, 3.000000, 0.000000, 0.201902
893, 9776.338739, 0.000001, -0.190208, -0.000000, 3.000000, 0.000000, 0.669166
894, 9787.286486, -0.000002, -0.315825, 0.000000, 3.000000, 0.000000, 0.373080
895, 9798.234234, 0.000001, -0.226205, -0.000001, 3.000000, 0.000000, 0.499268
896, 9809.181982, -0.000002, -0.279022, 0.000000, 3.000000, 0.000000, 0.543160
897, 9820.129730, 0.000001, -0.265575, -0.000001, 3.000000, 0.000000, 0.328639
898, 9831.077477, -0.000002, -0.241686, 0.000000, 3.000000, 0.000000, 0.713515
899, 9842.025225, 0.000001, -0.300944, -0.000000, 3.000000, 0.000000, 0.158742
900, 9852.972973, -0.000002, -0.202030, 0.000000, 3.000000, 0.000000, 0.871708
901, 9863.920721, 0.000001, -0.331882, -0.000000, 3.000000, 0.000000, 0.054225
902, 9874.868468, -0.000001, -0.179042, 0.000000, 3.000000, 0.000000, 0.817666
903, 9885.816216, -0.000001, -0.338667, 0.000000, 3.000000, 0.000000, 0.224762
904, 9896.763964, 0.000001, -0.192074, -0.000000, 3.000000, 0.000000, 0.646854
905, 9907.711712, -0.000002, -0.307664, 0.000000, 3.000000, 0.000000, 0.395208
906, 9918.659459, 0.000001, -0.229183, -0.000001, 3.000000, 0.000000, 0.476042
907, 9929.607207, -0.000002, -0.270643, 0.000000, 3.000000, 0.000000, 0.565563
908, 9940.554955, 0.000001, -0.268134, -0.000001, 3.000000, 0.000000, 0.305871
909, 9951.502703, -0.000002, -0.235928, 0.000000, 3.000000, 0.000000, 0.735918
910, 9962.450450, 0.000001, -0.303444, -0.000000, 3.000000, 0.000000, 0.135973
911, 9973.398198, -0.000002, -0.195369, 0.000000, 3.000000, 0.000000, 0.871525
912, 9984.345946, 0.000001, -0.333107, -0.000000, 3.000000, 0.000000, 0.077451
913, 9995.293694, -0.000001, -0.175992, 0.000000, 3.000000, 0.000000, 0.794715
914, 10006.241441, -0.000001, -0.334203, 0.000000, 3.000000, 0.000000, 0.247165
915, 10017.189189, 0.000001, -0.193992, -0.000000, 3.000000, 0.000000, 0.623720
916, 10028.136937, -0.000002, -0.302552, 0.000000, 3.000000, 0.000000, 0.417794
917, 10039.084685, 0.000001, -0.232174, -0.000001, 3.000000, 0.000000, 0.453548
918, 10050.032432, -0.000002, -0.263611, 0.000000, 3.000000, 0.000000, 0.588424
919, 10060.980180, 0.000001, -0.270797, -0.000001, 3.000000, 0.000000, 0.283376
920, 10071.927928, -0.000002, -0.229076, 0.000000, 3.000000, 0.000000, 0.758413
921, 10082.875676, 0.000001, -0.305272, -0.000000, 3.000000, 0.000000, 0.113204
922, 10093.823423, -0.000002, -0.188953, 0.000000, 3.000000, 0.000000, 0.871982
923, 10104.771171, 0.000001, -0.332464, -0.000000, 3.000000, 0.000000, 0.099488
924, 10115.718919, -0.000000, -0.173372, -0.000000, 3.000000, 0.000000, 0.772312
925, 10126.666667, -0.000001, -0.330064, 0.000000, 3.000000, 0.000000, 0.269660
926, 10137.614414, 0.000001, -0.196708, -0.000000, 3.000000, 0.000000, 0.601408
927, 10148.562162, -0.000002, -0.294224, 0.000000, 3.000000, 0.000000, 0.440380
928, 10159.509910, 0.000001, -0.235447, -0.000001, 3.000000, 0.000000, 0.431693
929, 10170.457658, -0.000002, -0.255542, 0.000000, 3.000000, 0.000000, 0.611010
930, 10181.405405, 0.000001, -0.273693, -0.000000, 3.000000, 0.000000, 0.260059
931, 10192.353153, -0.000002, -0.221837, 0.000000, 3.000000, 0.000000, 0.781181
932, 10203.300901, 0.000001, -0.307307, -0.000000, 3.000000, 0.000000, 0.090252
933, 10214.248649, -0.000002, -0.182549, 0.000000, 3.000000, 0.000000, 0.871800
934, 10225.196396, 0.000000, -0.331714, -0.000000, 3.000000, 0.000000, 0.122531
935, 10236.144144, -0.000000, -0.172168, -0.000000, 3.000000, 0.000000, 0.749268
936, 10247.091892, -0.000001, -0.324642, 0.000000, 3.000000, 0.000000, 0.292794
937, 10258.039640, 0.000001, -0.199424, -0.000001, 3.000000, 0.000000, 0.578731
938, 10268.987387, -0.000002, -0.288908, 0.000000, 3.000000, 0.000000, 0.463515
939, 10279.935135, 0.000001, -0.238557, -0.000001, 3.000000, 0.000000, 0.408650
940, 10290.882883, -0.000002, -0.248274, 0.000000, 3.000000, 0.000000, 0.633778
941, 10301.830631, 0.000001, -0.275957, -0.000000, 3.000000, 0.000000, 0.237747
942, 10312.778378, -0.000002, -0.213471, 0.000000, 3.000000, 0.000000, 0.806145
943, 10323.726126, 0.000001, -0.310657, -0.000000, 3.000000, 0.000000, 0.068672
944, 10334.673874, -0.000002, -0.178395, 0.000000, 3.000000, 0.000000, 0.871342
945, 10345.621622, -0.000000, -0.329939, -0.000000, 3.000000, 0.000000, 0.145300
946, 10356.569369, 0.000000, -0.171988, -0.000000, 3.000000, 0.000000, 0.726500
947, 10367.517117, -0.000001, -0.317637, 0.000000, 3.000000, 0.000000, 0.315289
948, 10378.464865, 0.000001, -0.202468, -0.000001, 3.000000, 0.000000, 0.556236
949, 10389.412613, -0.000002, -0.283546, 0.000000, 3.000000, 0.000000, 0.486284
950, 10400.360360, 0.000001, -0.241852, -0.000001, 3.000000, 0.000000, 0.386064
951, 10411.308108, -0.000002, -0.239983, 0.000000, 3.000000, 0.000000, 0.656364
952, 10422.255856, 0.000001, -0.278797, -0.000000, 3.000000, 0.000000, 0.215618
953, 10433.203604, -0.000002, -0.205697, 0.000000, 3.000000, 0.000000, 0.826902
954, 10444.151351, 0.000001, -0.313379, -0.000000, 3.000000, 0.000000, 0.044989
955, 10455.099099, -0.000002, -0.173845, 0.000000, 3.000000, 0.000000, 0.872531
956, 10466.046847, -0.000000, -0.326450, 0.000000, 3.000000, 0.000000, 0.167886
957, 10476.994595, 0.000001, -0.171893, -0.000000, 3.000000, 0.000000, 0.703822
958, 10487.942342, -0.000002, -0.310989, 0.000000, 3.000000, 0.000000, 0.338606
959, 10498.890090, 0.000001, -0.205666, -0.000001, 3.000000, 0.000000, 0.533559
960, 10509.837838, -0.000002, -0.276979, 0.000000, 3.000000, 0.000000, 0.508504
961, 10520.785586, 0.000001, -0.244825, -0.000000, 3.000000, 0.000000, 0.363021
962, 10531.733333, -0.000002, -0.233139, 0.000000, 3.000000, 0.000000, 0.678859
963, 10542.681081, 0.000001, -0.281567, -0.000000, 3.000000, 0.000000, 0.192484
964, 10553.628829, -0.000002, -0.198855, 0.000000, 3.000000, 0.000000, 0.849488
965, 10564.576577, 0.000001, -0.315971, -0.000000, 3.000000, 0.000000, 0.041971
966, 10575.524324, -0.000001, -0.169606, 0.000000, 3.000000, 0.000000, 0.851683
967, 10586.472072, -0.000001, -0.325950, 0.000000, 3.000000, 0.000000, 0.190380
968, 10597.419820, 0.000001, -0.173265, -0.000000, 3.000000, 0.000000, 0.681419
969, 10608.367568, -0.000002, -0.302501, 0.000000, 3.000000, 0.000000, 0.360644
970, 10619.315315, 0.000001, -0.208760, -0.000001, 3.000000, 0.000000, 0.510881
971, 10630.263063, -0.000002, -0.270770, 0.000000, 3.000000, 0.000000, 0.531547
972, 10641.210811, 0.000001, -0.248057, -0.000000, 3.000000, 0.000000, 0.339704
973, 10652.158559, -0.000002, -0.226205, 0.000000, 3.000000, 0.000000, 0.702176
974, 10663.106306, 0.000001, -0.283907, -0.000000, 3.000000, 0.000000, 0.169715
975, 10674.054054, -0.000002, -0.190304, 0.000000, 3.000000, 0.000000, 0.871982
976, 10685.001802, 0.000001, -0.317333, -0.000000, 3.000000, 0.000000, 0.042703
977, 10695.949550, -0.000001, -0.166537, 0.000000, 3.000000, 0.000000, 0.828548
978, 10706.897297, -0.000001, -0.321412, 0.000000, 3.000000, 0.000000, 0.213241
979, 10717.845045, 0.000001, -0.175061, -0.000000, 3.000000, 0.000000, 0.657827
980, 10728.792793, -0.000002, -0.296572, 0.000000, 3.000000, 0.000000, 0.383595
981, 10739.740541, 0.000001, -0.212352, -0.000001, 3.000000, 0.000000, 0.487473
982, 10750.688288, -0.000002, -0.262960, 0.000000, 3.000000, 0.000000, 0.554042
983, 10761.636036, 0.000001, -0.251534, -0.000000, 3.000000, 0.000000, 0.317666
984, 10772.583784, -0.000002, -0.219278, 0.000000, 3.000000, 0.000000, 0.724579
985, 10783.531532, 0.000001, -0.286954, -0.000000, 3.000000, 0.000000, 0.147220
986, 10794.479279, -0.000002, -0.184481, 0.000000, 3.000000, 0.000000, 0.871434
987, 10805.427027, 0.000001, -0.318760, -0.000000, 3.000000, 0.000000, 0.065472
988, 10816.374775, -0.000001, -0.163523, 0.000000, 3.000000, 0.000000, 0.806053
989, 10827.322523, -0.000001, -0.316194, 0.000000, 3.000000, 0.000000, 0.236284
990, 10838.270270, 0.000001, -0.177691, -0.000000, 3.000000, 0.000000, 0.635059
991, 10849.218018, -0.000002, -0.291490, 0.000000, 3.000000, 0.000000, 0.405907
992, 10860.165766, 0.000001, -0.215898, -0.000001, 3.000000, 0.000000, 0.464795
993, 10871.113514, -0.000002, -0.255337, 0.000000, 3.000000, 0.000000, 0.576262
994, 10882.061261, 0.000001, -0.254211, -0.000000, 3.000000, 0.000000, 0.294349
995, 10893.009009, -0.000002, -0.212059, 0.000000, 3.000000, 0.000000, 0.747074
996, 10903.956757, 0.000001, -0.288545, -0.000000, 3.000000, 0.000000, 0.123720
997, 10914.904505, -0.000002, -0.176330, 0.000000, 3.000000, 0.000000, 0.871342
998, 10925.852252, 0.000001, -0.319863, -0.000000, 3.000000, 0.000000, 0.088424
999, 10936.800000, -0.000000, -0.161784, -0.000000, 3.000000, 0.000000, 0.783376
